id,is_result,value,incoming_cost,layer,pos,channel,is_api
80881,False,0.0000,4.8929,0,0.0755,132,False
80882,False,0.0000,7.6294,0,0.5447,954,False
80900,False,0.0000,5.5617,0,0.0809,141,False
80913,False,0.0000,4.5489,0,0.8408,1473,False
55120,False,0.0000,1.0000,0,0.4688,821,False
76282,False,0.0000,3.8892,0,0.6036,1057,False
82714,False,0.0000,5.8155,0,0.0733,128,False
38261,False,0.0000,7.6292,0,0.2081,364,False
74570,False,0.0000,11.7027,0,0.3812,667,False
39114,False,0.0000,2.1611,0,0.7310,1280,False
74562,False,0.0000,8.1318,0,0.0168,29,False
113824,True,0.7342,2.5181,0,0.3669,642,False
32445,False,0.0000,7.1899,0,0.2736,479,False
43985,False,0.0000,3.4455,0,0.7322,1282,False
52974,False,0.0000,3.2488,0,0.3313,580,False
120343,False,0.0000,6.6880,0,0.9080,1590,False
38991,False,0.0000,2.6139,0,0.0469,82,False
43970,False,0.0000,9.0077,0,0.6516,1141,False
14980,False,0.0000,6.5935,0,0.4610,807,False
38202,False,0.0000,6.5487,0,0.3662,641,False
83776,False,0.0000,6.7676,0,0.7628,1336,False
85288,False,0.0000,7.6672,0,0.9342,1636,False
31839,False,0.0000,1.0000,0,0.5540,970,False
6040,False,0.0000,9.4610,0,0.1071,187,False
3842,False,0.0000,4.3813,0,0.3249,569,False
46461,False,0.0000,1.7229,0,0.8466,1483,False
53127,False,0.0000,2.4321,0,0.9237,1618,False
108300,False,0.0000,4.0891,0,0.0533,93,False
17408,False,0.0000,6.7090,0,0.7411,1298,False
82720,False,0.0000,9.9576,0,0.6857,1201,False
86482,False,0.0000,5.2627,0,0.2054,359,False
3780,False,0.0000,2.2253,0,0.7641,1338,False
41289,False,0.0000,3.8895,0,0.7156,1253,False
43969,False,0.0000,7.0069,0,0.0001,0,False
112595,False,0.0000,2.5605,0,0.6194,1085,False
438,False,0.0000,8.2385,0,0.1240,217,False
5403,False,0.0000,7.0446,0,0.7924,1388,False
16845,False,0.0000,10.2494,0,0.6744,1181,False
29360,False,0.0000,5.3201,0,0.1096,192,False
40316,False,0.0000,8.2251,0,0.7294,1277,False
43405,False,0.0000,5.6687,0,0.3348,586,False
52777,False,0.0000,4.3026,0,0.0533,93,False
54324,False,0.0000,6.6202,0,0.8440,1478,False
117195,False,0.0000,6.6074,0,0.3548,621,False
31986,False,0.0000,2.1923,0,0.8673,1519,False
7960,False,0.0000,8.9377,0,0.1174,205,False
40087,False,0.0000,6.6086,0,0.1065,186,False
40314,False,0.0000,1.0000,0,0.1083,189,False
53116,False,0.0000,7.4519,0,0.3771,660,False
7436,False,0.0000,10.3205,0,0.3366,589,False
29419,False,0.0000,1.0000,0,0.7598,1331,False
75807,False,0.0000,9.8124,0,0.6824,1195,False
108879,False,0.0000,6.6744,0,0.3719,651,False
111863,False,0.0000,7.4933,0,0.4518,791,False
5409,False,0.0000,11.9582,0,0.9707,1700,False
25063,False,0.0000,11.9463,0,0.9642,1689,False
31959,False,0.0000,5.4362,0,0.4210,737,False
32002,False,0.0000,4.7779,0,0.0450,78,False
32412,False,0.0000,2.7165,0,0.9654,1691,False
32417,False,0.0000,5.0469,0,0.3689,646,False
45576,False,0.0000,7.6326,0,0.4816,843,False
74475,False,0.0000,3.3883,0,0.6252,1095,False
111865,False,0.0000,2.1158,0,0.1240,217,False
119916,False,0.0000,6.1438,0,0.8854,1551,False
5408,False,0.0000,4.7624,0,0.9660,1692,False
21500,False,0.0000,3.6472,0,0.8481,1485,False
7809,False,0.0000,1.5745,0,0.0086,15,False
26405,False,0.0000,9.4174,0,0.7275,1274,False
41655,False,0.0000,1.0000,0,0.7771,1361,False
105263,False,0.0000,2.1708,0,0.0584,102,False
105264,False,0.0000,1.0000,0,0.3880,679,False
119518,False,0.0000,4.8833,0,0.0557,97,False
1903,False,0.0000,3.9620,0,0.7515,1316,False
16740,False,0.0000,4.6092,0,0.2114,370,False
18388,False,0.0000,6.6679,0,0.4328,758,False
87524,False,0.0000,4.5909,0,0.8422,1475,False
104871,False,0.0000,1.0000,0,0.5111,895,False
105191,False,0.0000,1.0000,0,0.3837,672,False
111869,False,0.0000,5.1252,0,0.4425,775,False
111925,False,0.0000,3.4841,0,0.8565,1500,False
1511,False,0.0000,7.8387,0,0.1956,342,False
7880,False,0.0000,9.5342,0,0.2467,432,False
15251,False,0.0000,8.9664,0,0.7321,1282,False
31030,False,0.0000,1.0000,0,0.4770,835,False
31994,False,0.0000,5.0096,0,0.1790,313,False
46216,False,0.0000,10.6635,0,0.5320,932,False
74258,False,0.0000,3.4132,0,0.9328,1634,False
105262,False,0.0000,4.8832,0,0.8298,1453,False
108411,False,0.0000,5.4355,0,0.7653,1340,False
109059,False,0.0000,8.7575,0,0.0781,136,False
109765,False,0.0000,8.0894,0,0.8600,1506,False
113556,False,0.0000,6.6252,0,0.0404,70,False
765,False,0.0000,3.0244,0,0.7318,1282,False
2131,False,0.0000,4.9506,0,0.5979,1047,False
7212,False,0.0000,5.5072,0,0.7963,1395,False
22887,False,0.0000,5.8054,0,0.5945,1041,False
87405,False,0.0000,5.6246,0,0.9077,1590,False
105261,False,0.0000,1.0000,0,0.1824,319,False
753,False,0.0000,5.6748,0,0.2776,486,False
920,False,0.0000,4.8335,0,0.7584,1328,False
8741,False,0.0000,1.6032,0,0.3964,694,False
18145,False,0.0000,8.3024,0,0.5596,980,False
31953,False,0.0000,6.6786,0,0.7553,1323,False
32367,False,0.0000,1.5282,0,0.9267,1623,False
40124,False,0.0000,5.7788,0,0.3249,569,False
77917,False,0.0000,4.0299,0,0.1429,250,False
83481,False,0.0000,6.1110,0,0.9814,1719,False
85283,False,0.0000,5.7163,0,0.5352,937,False
86571,False,0.0000,6.4199,0,0.4859,851,False
104720,False,0.0000,1.8092,0,0.4694,822,False
104824,False,0.0000,6.6121,0,0.7217,1264,False
7205,False,0.0000,6.8729,0,0.8541,1496,False
16931,False,0.0000,5.2359,0,0.8430,1476,False
17969,False,0.0000,4.0661,0,0.1163,203,False
31936,False,0.0000,12.6864,0,0.7595,1330,False
33915,False,0.0000,3.0235,0,0.2606,456,False
43964,False,0.0000,6.4724,0,0.7926,1388,False
43977,False,0.0000,5.6266,0,0.8064,1412,False
86340,False,0.0000,1.0000,0,0.9621,1685,False
96455,False,0.0000,6.3572,0,0.6599,1156,False
107091,False,0.0000,5.0200,0,0.2056,360,False
108108,False,0.0000,3.2994,0,0.0454,79,False
108570,False,0.0000,7.8878,0,0.3691,646,False
113557,False,0.0000,2.6534,0,0.5267,922,False
7206,False,0.0000,3.5515,0,0.0643,112,False
7207,False,0.0000,2.4264,0,0.9550,1673,False
7208,False,0.0000,6.5373,0,0.0726,127,False
7209,False,0.0000,7.8776,0,0.8913,1561,False
7210,False,0.0000,8.4125,0,0.7382,1293,False
7211,False,0.0000,1.0000,0,0.9466,1658,False
7213,False,0.0000,5.3980,0,0.5507,964,False
7214,False,0.0000,7.2978,0,0.8452,1480,False
23466,False,0.0000,2.3954,0,0.9774,1712,False
23753,False,0.0000,3.4381,0,0.1171,205,False
35174,False,0.0000,4.5838,0,0.3820,669,False
39640,False,0.0000,3.5946,0,0.8553,1498,False
51812,False,0.0000,7.3732,0,0.6157,1078,False
54194,False,0.0000,7.9210,0,0.4844,848,False
81715,False,0.0000,5.4043,0,0.0700,122,False
96454,False,0.0000,7.8730,0,0.2442,427,False
108275,False,0.0000,9.2691,0,0.0484,84,False
108925,False,0.0000,2.4086,0,0.6660,1166,False
111148,False,0.0000,4.2956,0,0.4922,862,False
115575,False,0.0000,8.1865,0,0.3992,699,False
7574,False,0.0000,4.3442,0,0.3141,550,False
7881,False,0.0000,7.0961,0,0.7743,1356,False
23549,True,0.8304,3.0539,0,0.1329,232,False
40089,False,0.0000,6.3223,0,0.5216,913,False
42922,False,0.0000,11.0677,0,0.4555,798,False
43676,False,0.0000,8.0604,0,0.0156,27,False
74542,False,0.0000,8.6807,0,0.9421,1650,False
80238,False,0.0000,4.2370,0,0.9895,1733,False
96645,False,0.0000,8.0482,0,0.9948,1742,False
105142,False,0.0000,2.8658,0,0.5089,891,False
105622,False,0.0000,1.8532,0,0.8161,1429,False
108777,False,0.0000,6.5319,0,0.3063,536,False
108875,False,0.0000,3.5585,0,0.7440,1303,False
109350,False,0.0000,7.0075,0,0.5236,917,False
111796,False,0.0000,8.1808,0,0.0407,71,False
118869,False,0.0000,1.1710,0,0.7029,1231,False
119618,False,0.0000,3.9908,0,0.4136,724,False
2563,False,0.0000,6.3800,0,0.5496,962,False
4431,False,0.0000,1.4820,0,0.2456,430,False
7435,False,0.0000,4.9996,0,0.1137,199,False
15253,False,0.0000,1.0000,0,0.5933,1039,False
24126,False,0.0000,8.2903,0,0.3267,572,False
30682,False,0.0000,7.3778,0,0.5761,1009,False
31951,False,0.0000,2.5272,0,0.0769,134,False
40112,False,0.0000,3.8462,0,0.6046,1059,False
43328,False,0.0000,2.1968,0,0.2082,364,False
43950,False,0.0000,1.0000,0,0.0540,94,False
81280,False,0.0000,4.8616,0,0.8678,1520,False
87797,False,0.0000,3.3203,0,0.7256,1271,False
108054,False,0.0000,1.2422,0,0.7906,1385,False
108116,False,0.0000,4.8395,0,0.1675,293,False
116441,False,0.0000,5.6802,0,0.3723,652,False
928,False,0.0000,6.6476,0,0.5466,957,False
7963,False,0.0000,7.6632,0,0.9385,1644,False
16826,False,0.0000,3.9686,0,0.3256,570,False
16976,False,0.0000,4.7767,0,0.1316,230,False
17032,False,0.0000,5.3476,0,0.8598,1506,False
30699,False,0.0000,5.5525,0,0.5121,897,False
31004,False,0.0000,8.3328,0,0.0644,112,False
40549,False,0.0000,3.8323,0,0.9567,1676,False
43946,False,0.0000,1.0000,0,0.2612,457,False
43962,False,0.0000,6.0448,0,0.3118,546,False
49193,False,0.0000,2.7785,0,0.2973,520,False
84523,False,0.0000,3.4492,0,0.0784,137,False
86364,False,0.0000,8.5710,0,0.7553,1323,False
95871,False,0.0000,11.0591,0,0.5636,987,False
108789,False,0.0000,6.3558,0,0.5924,1037,False
112512,False,0.0000,1.4557,0,0.0656,114,False
872,False,0.0000,4.1985,0,0.0980,171,False
3369,False,0.0000,5.2520,0,0.3759,658,False
5401,False,0.0000,3.8852,0,0.1114,195,False
5404,False,0.0000,4.4521,0,0.3416,598,False
7230,False,0.0000,1.2034,0,0.7135,1250,False
8605,False,0.0000,2.2782,0,0.5242,918,False
13156,False,0.0000,6.0346,0,0.4122,722,False
16136,False,0.0000,1.7542,0,0.4114,720,False
16580,False,0.0000,7.8199,0,0.4938,865,False
16828,False,0.0000,1.0000,0,0.7793,1365,False
16829,False,0.0000,6.2801,0,0.1885,330,False
16837,False,0.0000,8.7798,0,0.6413,1123,False
17363,False,0.0000,6.5856,0,0.7370,1291,False
17687,False,0.0000,5.5518,0,0.7827,1371,False
23729,False,0.0000,1.3388,0,0.9975,1747,False
30704,False,0.0000,6.8143,0,0.4935,864,False
31982,False,0.0000,2.9869,0,0.4870,853,False
40078,False,0.0000,2.1602,0,0.0111,19,False
40231,False,0.0000,7.2459,0,0.3069,537,False
45739,False,0.0000,3.3040,0,0.4593,804,False
74161,False,0.0000,3.3104,0,0.1122,196,False
85750,False,0.0000,1.0053,0,0.8709,1525,False
87779,False,0.0000,7.2709,0,0.7051,1235,False
93994,False,0.0000,5.0213,0,0.8471,1484,False
104677,False,0.0000,3.8757,0,0.7325,1283,False
104860,False,0.0000,6.3401,0,0.0746,130,False
109125,False,0.0000,3.4502,0,0.1936,339,False
109178,False,0.0000,4.7700,0,0.1972,345,False
109700,False,0.0000,6.6391,0,0.4696,822,False
3524,False,0.0000,7.4398,0,0.2484,435,False
7421,False,0.0000,4.9532,0,0.0880,154,False
7582,False,0.0000,10.2613,0,0.5481,960,False
7965,False,0.0000,3.3066,0,0.3131,548,False
10270,False,0.0000,4.4759,0,0.0307,53,False
16834,False,0.0000,5.9019,0,0.6311,1105,False
17917,False,0.0000,4.6932,0,0.5762,1009,False
22753,False,0.0000,7.6187,0,0.5740,1005,False
24175,False,0.0000,3.5436,0,0.1928,337,False
24458,False,0.0000,3.4002,0,0.1740,304,False
28073,False,0.0000,2.7692,0,0.5015,878,False
30700,False,0.0000,8.4535,0,0.8838,1548,False
31008,False,0.0000,8.1227,0,0.6453,1130,False
31963,False,0.0000,4.5446,0,0.6243,1093,False
38827,False,0.0000,3.6960,0,0.8331,1459,False
39178,False,0.0000,7.2815,0,0.2416,423,False
39741,False,0.0000,11.8589,0,0.3998,700,False
39745,False,0.0000,9.8384,0,0.1881,329,False
42929,False,0.0000,3.3048,0,0.5089,891,False
43240,False,0.0000,1.8977,0,0.2830,495,False
43337,False,0.0000,7.7698,0,0.8332,1459,False
43424,False,0.0000,2.9839,0,0.1389,243,False
43677,False,0.0000,6.2429,0,0.4586,803,False
46510,False,0.0000,1.0000,0,0.4410,772,False
49056,False,0.0000,4.1592,0,0.4780,837,False
52771,False,0.0000,11.4458,0,0.5213,913,False
54378,False,0.0000,1.0000,0,0.5510,965,False
81278,False,0.0000,7.6580,0,0.0100,17,False
86539,False,0.0000,9.2901,0,0.7910,1385,False
87410,False,0.0000,7.2053,0,0.7724,1353,False
92623,False,0.0000,5.6272,0,0.8862,1552,False
95595,False,0.0000,10.4095,0,0.6727,1178,False
96337,False,0.0000,5.2640,0,0.8307,1455,False
96576,False,0.0000,7.7085,0,0.6538,1145,False
104743,False,0.0000,9.2640,0,0.4961,869,False
105060,False,0.0000,1.0000,0,0.2418,423,False
108064,False,0.0000,1.9084,0,0.2195,384,False
108086,False,0.0000,8.7658,0,0.8001,1401,False
108338,False,0.0000,2.4023,0,0.7156,1253,False
119604,False,0.0000,3.7034,0,0.4502,788,False
119666,False,0.0000,3.9580,0,0.5551,972,False
120112,False,0.0000,4.4098,0,0.3633,636,False
809,False,0.0000,3.6735,0,0.1414,247,False
1418,False,0.0000,2.3194,0,0.5115,896,False
5976,False,0.0000,9.5933,0,0.3015,528,False
7234,False,0.0000,9.8806,0,0.0968,169,False
22747,False,0.0000,3.7956,0,0.8552,1498,False
24821,False,0.0000,9.0391,0,0.6917,1211,False
25009,False,0.0000,5.2916,0,0.6837,1197,False
27425,False,0.0000,5.7447,0,0.3437,602,False
28362,False,0.0000,6.8567,0,0.1593,279,False
31945,False,0.0000,8.7768,0,0.4478,784,False
31966,False,0.0000,5.2340,0,0.0800,140,False
31984,False,0.0000,4.5027,0,0.2046,358,False
32006,False,0.0000,3.3535,0,0.4221,739,False
35587,False,0.0000,4.2037,0,0.6195,1085,False
38907,False,0.0000,9.2987,0,0.5041,883,False
40083,False,0.0000,6.8798,0,0.2288,400,False
40084,False,0.0000,4.1414,0,0.3171,555,False
40552,False,0.0000,3.3409,0,0.2779,486,False
41302,False,0.0000,3.7467,0,0.2770,485,False
43338,False,0.0000,5.9072,0,0.7377,1292,False
43952,False,0.0000,5.5961,0,0.2205,386,False
46187,False,0.0000,7.2088,0,0.2920,511,False
46954,False,0.0000,2.3657,0,0.9268,1623,False
74143,False,0.0000,7.3561,0,0.4239,742,False
74565,False,0.0000,3.3878,0,0.5121,897,False
74566,False,0.0000,1.8414,0,0.7319,1282,False
76217,False,0.0000,1.6487,0,0.9600,1681,False
83254,False,0.0000,3.2295,0,0.9695,1698,False
86480,False,0.0000,1.0000,0,0.8804,1542,False
86521,True,2.1008,6.7827,0,0.9479,1660,False
86570,False,0.0000,6.9159,0,0.9997,1751,False
87558,False,0.0000,7.6658,0,0.1340,234,False
93882,False,0.0000,8.3018,0,0.9347,1637,False
95872,False,0.0000,5.3688,0,0.2969,520,False
104896,False,0.0000,1.0000,0,0.9231,1617,False
105268,False,0.0000,3.6407,0,0.2733,478,False
108096,False,0.0000,7.0354,0,0.0817,143,False
108605,False,0.0000,8.9115,0,0.8350,1462,False
109256,False,0.0000,9.6298,0,0.1019,178,False
110093,False,0.0000,4.6288,0,0.1665,291,False
111801,False,0.0000,5.3862,0,0.4272,748,False
113652,False,0.0000,4.6617,0,0.1686,295,False
115329,False,0.0000,7.5096,0,0.6254,1095,False
115330,False,0.0000,2.5796,0,0.7890,1382,False
769,False,0.0000,1.9369,0,0.8558,1499,False
2753,False,0.0000,4.2368,0,0.3564,624,False
3810,False,0.0000,5.1411,0,0.2793,489,False
4374,False,0.0000,4.9779,0,0.8791,1540,False
6209,False,0.0000,7.2347,0,0.2512,440,False
7505,False,0.0000,7.6866,0,0.4249,744,False
7644,False,0.0000,9.1313,0,0.1334,233,False
7758,False,0.0000,1.0000,0,0.8804,1542,False
8240,False,0.0000,6.9559,0,0.7737,1355,False
11510,False,0.0000,1.0306,0,0.4659,816,False
13170,False,0.0000,2.5266,0,0.7164,1255,False
16587,False,0.0000,9.3835,0,0.8289,1452,False
16738,False,0.0000,5.9999,0,0.1909,334,False
16741,False,0.0000,8.6929,0,0.6031,1056,False
16965,False,0.0000,5.1554,0,0.0357,62,False
17713,False,0.0000,10.0788,0,0.6657,1166,False
23597,False,0.0000,7.8712,0,0.9516,1667,False
24961,False,0.0000,7.9446,0,0.8078,1415,False
26410,False,0.0000,5.7896,0,0.4567,800,False
26499,False,0.0000,5.0330,0,0.5614,983,False
26500,False,0.0000,2.0820,0,0.9792,1715,False
31968,True,1.8891,6.2125,0,0.1722,301,False
31973,False,0.0000,6.9909,0,0.3188,558,False
32005,False,0.0000,1.4770,0,0.1914,335,False
34092,False,0.0000,7.1628,0,0.4403,771,False
35583,False,0.0000,3.1717,0,0.5777,1012,False
37578,False,0.0000,7.5539,0,0.1186,207,False
39889,False,0.0000,1.0000,0,0.7833,1372,False
41807,False,0.0000,1.4988,0,0.0243,42,False
42919,False,0.0000,5.0114,0,0.7035,1232,False
43226,False,0.0000,6.9433,0,0.1320,231,False
43333,False,0.0000,6.2690,0,0.0401,70,False
43354,False,0.0000,1.0000,0,0.9489,1662,False
43922,False,0.0000,1.5315,0,0.7111,1245,False
46577,False,0.0000,2.6170,0,0.4609,807,False
47781,False,0.0000,4.3247,0,0.1388,243,False
52779,False,0.0000,7.1588,0,0.8762,1535,False
74235,False,0.0000,7.4077,0,0.4798,840,False
83777,False,0.0000,7.0538,0,0.0130,22,False
83805,False,0.0000,2.8007,0,0.4705,824,False
83822,False,0.0000,3.2510,0,0.1486,260,False
83842,False,0.0000,11.6602,0,0.3458,605,False
87678,False,0.0000,8.4321,0,0.8452,1480,False
95870,False,0.0000,7.2381,0,0.2727,477,False
98348,False,0.0000,5.0740,0,0.7690,1347,False
104849,False,0.0000,1.3144,0,0.0750,131,False
105207,False,0.0000,4.7049,0,0.3029,530,False
108091,False,0.0000,6.0758,0,0.5677,994,False
108112,False,0.0000,1.4125,0,0.3616,633,False
108520,False,0.0000,4.0875,0,0.8463,1482,False
108593,False,0.0000,4.3006,0,0.5616,983,False
108791,False,0.0000,5.8008,0,0.2958,518,False
109038,False,0.0000,3.9620,0,0.2720,476,False
110065,False,0.0000,5.8467,0,0.5586,978,False
111111,False,0.0000,4.7631,0,0.3546,621,False
116751,False,0.0000,6.7862,0,0.5460,956,False
119601,False,0.0000,7.0199,0,0.4626,810,False
1900,False,0.0000,3.4683,0,0.0116,20,False
1907,False,0.0000,4.7640,0,0.1045,183,False
1936,False,0.0000,7.3141,0,0.1001,175,False
1999,False,0.0000,3.9409,0,0.2578,451,False
5418,False,0.0000,4.4233,0,0.5956,1043,False
5611,False,0.0000,1.0000,0,0.2481,434,False
7879,False,0.0000,4.0636,0,0.8770,1536,False
8225,False,0.0000,5.7317,0,0.7330,1284,False
8579,False,0.0000,4.7756,0,0.1268,222,False
13169,False,0.0000,5.2379,0,0.1426,249,False
16078,False,0.0000,5.6688,0,0.4251,744,False
17063,False,0.0000,11.0814,0,0.3970,695,False
17256,False,0.0000,5.0215,0,0.1268,222,False
18389,False,0.0000,4.2689,0,0.8792,1540,False
24152,True,1.5466,5.1564,0,0.3454,605,False
24657,False,0.0000,7.2696,0,0.5505,964,False
25015,False,0.0000,6.4716,0,0.2635,461,False
25031,False,0.0000,3.2396,0,0.9682,1696,False
25077,False,0.0000,7.2819,0,0.0175,30,False
26686,False,0.0000,1.0000,0,0.2859,500,False
27155,False,0.0000,4.1602,0,0.0672,117,False
29865,False,0.0000,4.3411,0,0.9340,1636,False
30157,False,0.0000,6.9645,0,0.3658,640,False
30702,False,0.0000,11.0272,0,0.9813,1719,False
31987,False,0.0000,3.9933,0,0.9491,1662,False
36214,False,0.0000,5.1015,0,0.8489,1487,False
37573,False,0.0000,5.5395,0,0.7903,1384,False
38281,False,0.0000,5.9612,0,0.9662,1692,False
39115,False,0.0000,10.1657,0,0.8673,1519,False
39360,False,0.0000,10.5125,0,0.6658,1166,False
40157,False,0.0000,6.0083,0,0.4174,731,False
41790,False,0.0000,5.4382,0,0.2307,404,False
43139,False,0.0000,1.5717,0,0.5214,913,False
43343,False,0.0000,2.7888,0,0.9354,1638,False
43425,False,0.0000,3.5711,0,0.5429,951,False
43433,False,0.0000,11.7962,0,0.8615,1509,False
43873,False,0.0000,6.9460,0,0.5966,1045,False
43963,False,0.0000,10.2834,0,0.8623,1510,False
44684,False,0.0000,1.1781,0,0.4564,799,False
44687,False,0.0000,1.0000,0,0.7348,1287,False
44688,False,0.0000,3.7431,0,0.4859,851,False
44705,False,0.0000,3.8447,0,0.8471,1484,False
44711,False,0.0000,6.4394,0,0.8032,1407,False
44712,False,0.0000,5.2521,0,0.4476,784,False
44722,False,0.0000,8.2787,0,0.0647,113,False
44731,False,0.0000,2.0600,0,0.6904,1209,False
45510,False,0.0000,5.3681,0,0.7434,1302,False
46576,False,0.0000,4.8713,0,0.7143,1251,False
46937,False,0.0000,9.0832,0,0.9710,1701,False
47179,False,0.0000,10.5910,0,0.3261,571,False
49149,False,0.0000,4.3623,0,0.6589,1154,False
49150,False,0.0000,8.1173,0,0.0027,4,False
49151,False,0.0000,7.0413,0,0.4261,746,False
49152,False,0.0000,1.0000,0,0.8686,1521,False
49154,False,0.0000,3.2375,0,0.8193,1435,False
49155,False,0.0000,8.5514,0,0.5352,937,False
53605,False,0.0000,4.6486,0,0.4888,856,False
74208,False,0.0000,7.1033,0,0.8060,1412,False
76121,False,0.0000,6.9469,0,0.7028,1231,False
77555,False,0.0000,2.8531,0,0.6168,1080,False
80802,False,0.0000,6.3664,0,0.4916,861,False
81184,False,0.0000,3.8027,0,0.7415,1299,False
81650,False,0.0000,5.5602,0,0.8885,1556,False
83864,False,0.0000,2.3033,0,0.9659,1692,False
83882,False,0.0000,6.5062,0,0.5289,926,False
85878,False,0.0000,5.1246,0,0.4875,854,False
86376,False,0.0000,3.0993,0,0.9648,1690,False
86546,False,0.0000,5.8325,0,0.4522,792,False
86560,False,0.0000,3.0770,0,0.7343,1286,False
86569,False,0.0000,5.8976,0,0.9097,1593,False
87424,False,0.0000,5.3095,0,0.2577,451,False
94574,False,0.0000,6.3080,0,0.8267,1448,False
95981,False,0.0000,5.7649,0,0.1413,247,False
96564,False,0.0000,9.1404,0,0.8124,1423,False
105080,False,0.0000,9.2022,0,0.6190,1084,False
108097,False,0.0000,2.8556,0,0.9383,1643,False
108752,False,0.0000,5.4741,0,0.0657,115,False
109699,False,0.0000,1.0000,0,0.8409,1473,False
113528,False,0.0000,3.2807,0,0.5967,1045,False
116743,False,0.0000,5.6606,0,0.3941,690,False
